units_sold,discount_applied,revenue,clicks,impressions,conversion_rate,category,region,ad_ctr,ad_cpc,ad_spend,transaction_date_update,roi
170,0.06,1524.15,39,401,0.1,Home Appliances,North America,0.1189,1.91,227.1,Sep-2024,571.1360634081904
130,0.19,831.47,43,496,0.09,Home Appliances,Asia,0.0307,0.63,19.34,Aug-2024,4199.224405377457
143,0.03,1275.07,18,237,0.08,Home Appliances,Europe,0.057,0.51,29.07,Jun-2024,4286.2057103543175
150,0.03,767.19,41,193,0.21,Clothing,Europe,0.1158,0.33,38.21,Mar-2024,1907.8251766553258
123,0.14,852.38,0,492,0.0,Books,Asia,0.0456,1.47,67.03,Nov-2024,1171.6395643741607
190,0.29,271.75,19,270,0.07,Electronics,North America,0.0382,0.39,14.9,Apr-2024,1723.825503355705
163,0.13,792.4,49,200,0.24,Electronics,Europe,0.1734,1.86,322.52,Aug-2024,145.69018975567408
135,0.22,99.65,33,379,0.09,Books,Europe,0.1212,0.81,98.17,Jun-2024,1.5075888764388348
123,0.27,30.88,49,491,0.1,Books,Asia,0.1072,0.22,23.58,Feb-2024,30.958439355385924
131,0.05,1017.96,19,258,0.07,Home Appliances,Asia,0.1156,1.47,169.93,Aug-2024,499.0466662743482
180,0.18,930.34,49,225,0.22,Clothing,North America,0.08,0.1,8.0,Nov-2024,11529.25
142,0.26,330.93,47,281,0.17,Toys,Asia,0.1641,0.14,22.97,Apr-2024,1340.7052677405313
162,0.05,1101.13,6,229,0.03,Books,North America,0.0251,0.12,3.01,Feb-2024,36482.392026578076
175,0.12,79.16,27,154,0.18,Clothing,North America,0.0777,1.58,122.77,May-2024,-35.521707257473324
142,0.08,445.26,38,191,0.2,Toys,Asia,0.1121,0.85,95.29,Dec-2024,367.26833875537824
142,0.15,348.36,11,21,0.52,Toys,Asia,0.1029,1.12,115.25,Mar-2024,202.2646420824295
148,0.07,456.11,12,34,0.35,Clothing,Europe,0.0727,0.1,7.27,Feb-2024,6173.865199449794
185,0.06,268.95,37,168,0.22,Toys,North America,0.1245,1.24,154.38,May-2024,74.21298095608239
167,0.09,1444.79,22,204,0.11,Electronics,Europe,0.1335,1.84,245.64,Nov-2024,488.17375020354996
145,0.02,1462.8,33,242,0.14,Home Appliances,Europe,0.0981,1.82,178.54,Jul-2024,719.3121989470147
139,0.11,646.6,18,390,0.05,Clothing,Asia,0.1426,1.38,196.79,Aug-2024,228.5736063824382
165,0.12,221.21,14,29,0.48,Electronics,Europe,0.1676,1.15,192.74,Apr-2024,14.771194355089756
153,0.03,1514.87,20,494,0.04,Clothing,Europe,0.1848,1.05,194.04,Feb-2024,680.6998556998557
196,0.07,74.66,12,437,0.03,Electronics,North America,0.1499,0.22,32.98,Sep-2024,126.3796240145543
195,0.06,57.21,14,375,0.04,Electronics,North America,0.1531,1.98,303.14,Jun-2024,-81.12753183347627
171,0.01,1446.98,15,13,1.15,Home Appliances,North America,0.0387,0.16,6.19,May-2024,23276.090468497576
138,0.27,694.71,16,349,0.05,Books,Europe,0.1459,1.44,210.1,Mar-2024,230.65683008091383
124,0.28,284.28,28,56,0.5,Books,Asia,0.0838,1.44,120.67,Aug-2024,135.58465235766963
146,0.04,1711.99,7,47,0.15,Home Appliances,Europe,0.091,1.69,153.79,Oct-2024,1013.1998179335458
143,0.06,781.08,4,196,0.02,Toys,Asia,0.0287,1.83,52.52,Jan-2024,1387.2048743335872
181,0.24,893.7,27,275,0.1,Clothing,North America,0.1645,1.93,317.48,Jul-2024,181.49804712107849
139,0.1,1791.25,30,318,0.09,Clothing,Asia,0.0327,1.56,51.01,Apr-2024,3411.5663595373453
180,0.18,486.24,21,471,0.04,Clothing,North America,0.0969,1.35,130.82,May-2024,271.6862865005351
138,0.17,1201.28,13,226,0.06,Clothing,Asia,0.0261,0.76,19.84,Aug-2024,5954.8387096774195
170,0.09,859.13,43,276,0.16,Home Appliances,North America,0.0852,1.16,98.83,Oct-2024,769.3008195891936
130,0.21,65.87,33,367,0.09,Home Appliances,Asia,0.1898,1.04,197.39,Jul-2024,-66.62951517300775
196,0.05,811.77,3,351,0.01,Electronics,North America,0.0376,0.79,29.7,May-2024,2633.232323232323
165,0.22,959.33,40,217,0.18,Books,North America,0.1193,1.09,130.04,Jul-2024,637.7191633343588
125,0.25,329.54,23,409,0.06,Books,Asia,0.1107,1.13,125.09,Dec-2023,163.4423215284995
160,0.21,208.25,15,235,0.06,Toys,Europe,0.1969,1.66,326.85,Jul-2024,-36.285757992963134
125,0.28,230.49,41,169,0.24,Books,Asia,0.0665,1.52,101.08,Dec-2023,128.02730510486745
126,0.11,705.56,17,167,0.1,Books,Asia,0.1434,1.91,273.89,Aug-2024,157.60706853116213
180,0.28,180.4,39,349,0.11,Clothing,North America,0.1681,1.75,294.18,May-2024,-38.677000475899106
144,0.08,792.69,48,219,0.22,Toys,Asia,0.0773,1.17,90.44,Aug-2024,776.4816452896948
127,0.15,130.99,1,157,0.01,Books,Asia,0.1786,0.98,175.03,May-2024,-25.16140090270239
128,0.19,1501.29,30,227,0.13,Books,Asia,0.0173,1.71,29.58,Aug-2024,4975.354969574037
146,0.0,34.11,23,250,0.09,Home Appliances,Europe,0.0718,1.63,117.03,Jul-2024,-70.85362727505768
154,0.12,430.35,20,136,0.15,Clothing,Europe,0.1026,1.12,114.91,Mar-2024,274.5104864676704
146,0.11,261.2,31,159,0.19,Toys,Asia,0.1697,1.11,188.37,Apr-2024,38.66326909805169
144,0.25,207.58,22,230,0.1,Toys,Asia,0.0548,0.45,24.66,Apr-2024,741.7680454176806
199,0.19,873.39,18,46,0.39,Electronics,North America,0.1483,1.77,262.49,Jan-2024,232.73267553049638
173,0.2,454.75,30,107,0.28,Home Appliances,North America,0.054,0.23,12.42,Dec-2024,3561.4331723027376
152,0.16,143.62,23,166,0.14,Electronics,Asia,0.1899,1.75,332.33,Oct-2024,-56.78391959798995
152,0.29,243.45,0,482,0.0,Clothing,Europe,0.1605,1.62,260.01,Aug-2024,-6.368985808238146
151,0.29,352.52,18,270,0.07,Electronics,Asia,0.0552,1.23,67.9,Aug-2024,419.1752577319587
160,0.29,353.35,44,78,0.56,Toys,Europe,0.1432,0.57,81.62,Apr-2024,332.9208527321735
166,0.03,1408.09,30,214,0.14,Books,North America,0.0483,0.77,37.19,Sep-2024,3686.2059693465985
170,0.17,773.1,7,202,0.03,Electronics,Europe,0.0639,0.65,41.54,Aug-2024,1761.0977371208473
129,0.08,617.77,8,167,0.05,Books,Asia,0.0498,1.85,92.13,Jul-2024,570.5416259633128
176,0.2,207.62,6,339,0.02,Home Appliances,North America,0.1913,0.87,166.43,Dec-2023,24.749143784173526
139,0.12,172.51,20,119,0.17,Books,Europe,0.1748,0.79,138.09,Oct-2024,24.925773046563826
176,0.21,82.64,23,484,0.05,Home Appliances,North America,0.0122,1.79,21.84,Dec-2023,278.38827838827837
165,0.09,241.72,26,175,0.15,Books,North America,0.0593,1.02,60.49,Dec-2024,299.6032402049925
170,0.15,1266.08,10,167,0.06,Electronics,Europe,0.1263,0.37,46.73,Sep-2024,2609.351594264926
141,0.02,1291.51,27,232,0.12,Clothing,Asia,0.1425,1.49,212.32,Feb-2024,508.28466465712137
160,0.25,191.51,37,201,0.18,Toys,Europe,0.0864,0.71,61.34,Aug-2024,212.21062927942614
185,0.22,1257.7,36,314,0.11,Clothing,North America,0.1658,1.4,232.12,Nov-2024,441.83181113217296
167,0.21,69.64,3,377,0.01,Electronics,Europe,0.0908,0.77,69.92,Sep-2024,-0.40045766590389176
143,0.2,1429.02,48,439,0.11,Clothing,Asia,0.0286,1.84,52.62,Oct-2024,2615.7354618015966
164,0.13,1717.21,30,206,0.15,Toys,Europe,0.1821,1.99,362.38,Apr-2024,373.86997074893753
135,0.17,826.16,40,175,0.23,Home Appliances,Asia,0.1264,0.32,40.45,Mar-2024,1942.4227441285534
169,0.25,56.73,25,230,0.11,Books,North America,0.0707,1.35,95.44,Apr-2024,-40.55951383067896
154,0.04,903.86,35,352,0.1,Electronics,Asia,0.1101,0.58,63.86,Aug-2024,1315.3773880363294
148,0.06,452.67,39,74,0.53,Home Appliances,Europe,0.0262,0.28,7.34,Mar-2024,6067.16621253406
176,0.15,34.71,23,62,0.37,Home Appliances,North America,0.0573,0.87,49.85,Mar-2024,-30.371113340020063
149,0.26,143.56,44,256,0.17,Toys,Asia,0.0908,0.21,19.07,Feb-2024,652.8054535920294
167,0.06,407.24,22,87,0.25,Electronics,Europe,0.1595,0.95,151.52,Aug-2024,168.76979936642027
148,0.22,500.81,47,317,0.15,Home Appliances,Europe,0.1642,1.17,192.11,Feb-2024,160.68918848576334
141,0.28,690.39,26,394,0.07,Books,Europe,0.1195,0.52,62.14,Dec-2024,1011.0234953331188
143,0.27,883.73,46,37,1.24,Books,Europe,0.0652,0.77,50.2,Nov-2024,1660.418326693227
150,0.13,402.98,25,328,0.08,Toys,Asia,0.069,1.8,124.2,Aug-2024,224.46054750402578
170,0.1,58.39,6,168,0.04,Electronics,Europe,0.1607,1.94,311.76,Aug-2024,-81.27084937131127
170,0.16,1635.21,32,93,0.34,Books,North America,0.0706,0.79,55.77,Sep-2024,2832.060247444863
471,0.2,834.19,39,285,0.14,Clothing,Europe,0.0981,1.92,188.35,Nov-2024,342.89354924342985
148,0.21,510.21,37,136,0.27,Toys,Asia,0.1598,1.86,297.23,Apr-2024,71.65494734717221
148,0.15,617.68,6,478,0.01,Home Appliances,Europe,0.1083,0.64,69.31,Sep-2024,791.1845332563842
194,0.09,984.38,23,392,0.06,Toys,North America,0.1763,1.77,312.05,May-2024,215.45585643326385
204,0.02,816.35,1,393,0.0,Electronics,North America,0.0136,2.0,27.2,Aug-2024,2901.2867647058824
164,0.1,180.5,42,480,0.09,Toys,Europe,0.0351,0.24,8.42,May-2024,2043.7054631828983
163,0.07,84.13,16,264,0.06,Toys,Europe,0.0186,0.58,10.79,Apr-2024,679.7034291010195
157,0.13,708.67,6,177,0.03,Clothing,Europe,0.1861,0.63,117.24,Aug-2024,504.46093483452745
195,0.03,1144.42,0,23,0.0,Toys,North America,0.1472,1.51,222.27,Jul-2024,414.87830116524947
154,0.02,14.1,5,63,0.08,Electronics,Asia,0.1658,1.93,319.99,May-2024,-95.59361230038438
132,0.08,748.92,35,91,0.38,Books,Asia,0.1151,1.27,146.18,Jul-2024,412.3272677520864
135,0.2,69.21,31,308,0.1,Home Appliances,Asia,0.0575,0.52,29.9,Mar-2024,131.4715719063545
205,0.12,1471.43,26,340,0.08,Electronics,North America,0.1624,1.65,267.96,Dec-2023,449.12300343334834
180,0.27,724.77,43,490,0.09,Home Appliances,North America,0.0595,0.62,36.89,Apr-2024,1864.6787747357007
164,0.0,14.83,17,337,0.05,Toys,Europe,0.1271,1.58,200.82,Mar-2024,-92.61527736281246
194,0.27,78.0,19,53,0.36,Toys,North America,0.0295,1.61,47.5,Oct-2024,64.21052631578948
168,0.09,1750.55,38,477,0.08,Toys,Europe,0.1845,0.12,22.14,Jun-2024,7806.729900632338
207,0.07,490.04,45,69,0.65,Electronics,North America,0.0118,1.58,18.64,May-2024,2528.969957081545
152,0.17,91.48,29,165,0.18,Home Appliances,Europe,0.0101,0.26,2.63,Aug-2024,3378.326996197719
178,0.12,149.86,10,134,0.07,Home Appliances,North America,0.0333,1.6,53.28,Sep-2024,181.26876876876878
160,0.08,1529.52,16,433,0.04,Clothing,Europe,0.1168,0.36,42.05,Feb-2024,3537.3840665873963
158,0.07,731.44,4,370,0.01,Clothing,Europe,0.1901,1.56,296.56,Jun-2024,146.64148907472352
171,0.05,141.64,1,274,0.0,Electronics,Europe,0.0511,1.39,71.03,May-2024,99.40870054906375
138,0.0,194.61,35,65,0.54,Home Appliances,Asia,0.1292,1.31,169.25,Feb-2024,14.983751846381102
195,0.05,331.82,27,143,0.19,Toys,North America,0.0469,1.63,76.45,Apr-2024,334.03531720078485
190,0.08,1515.31,48,296,0.16,Clothing,North America,0.091,0.63,57.33,Apr-2024,2543.1362288505147
146,0.2,1240.8,1,480,0.0,Clothing,Asia,0.1545,1.03,159.14,Feb-2024,679.6908382556239
172,0.26,1444.51,47,349,0.13,Books,North America,0.1346,1.25,168.25,Jan-2024,758.5497771173848
150,0.14,339.05,42,468,0.09,Toys,Asia,0.1253,1.45,181.68,Dec-2023,86.6193306913254
144,0.22,24.57,12,177,0.07,Clothing,Asia,0.1036,0.26,26.94,Nov-2024,-8.797327394209358
149,0.1,231.17,30,177,0.17,Toys,Asia,0.0562,1.72,96.66,Nov-2024,139.15787295675563
197,0.08,419.85,11,200,0.06,Toys,North America,0.055,0.31,17.05,Aug-2024,2362.4633431085044
172,0.04,317.05,33,199,0.17,Electronics,Europe,0.0234,0.9,21.06,Oct-2024,1405.4605887939224
181,0.11,48.81,33,430,0.08,Home Appliances,North America,0.1825,1.7,310.25,May-2024,-84.26752618855761
158,0.14,305.54,38,210,0.18,Electronics,Asia,0.1713,1.54,263.8,Jan-2024,15.822592873388933
160,0.24,968.0,42,288,0.15,Clothing,Europe,0.0305,0.91,27.76,Apr-2024,3387.031700288184
205,0.21,193.23,17,462,0.04,Electronics,North America,0.1603,1.14,182.74,Jan-2024,5.740396191310047
205,0.13,416.31,27,359,0.08,Electronics,North America,0.0854,1.05,89.67,Nov-2024,364.26898628303775
146,0.01,525.01,14,221,0.06,Clothing,Asia,0.0322,1.9,61.18,Dec-2023,758.1399150049035
158,0.03,469.78,5,43,0.12,Clothing,Europe,0.1264,1.8,227.52,Oct-2024,106.47855133614625
159,0.1,699.52,31,83,0.37,Clothing,Europe,0.0775,0.55,42.62,Oct-2024,1541.2951665884561
205,0.22,652.11,44,393,0.11,Electronics,North America,0.0708,0.81,57.35,Sep-2024,1037.0706190061028
160,0.27,929.79,47,163,0.29,Clothing,Europe,0.123,0.41,50.43,Mar-2024,1743.7239738251042
168,0.17,1130.14,39,229,0.17,Toys,Europe,0.1657,0.43,71.25,Nov-2024,1486.161403508772
168,0.21,119.68,32,189,0.17,Toys,Europe,0.1237,0.37,45.77,Mar-2024,161.4813196416867
201,0.04,617.55,49,114,0.43,Toys,North America,0.0239,0.98,23.42,Feb-2024,2536.848847139197
176,0.09,327.55,21,291,0.07,Electronics,Europe,0.0429,1.91,81.94,Jan-2024,299.74371491335125
146,0.29,87.88,43,97,0.44,Books,Europe,0.1938,1.29,250.0,Nov-2024,-64.848
160,0.12,370.92,29,461,0.06,Clothing,Europe,0.1867,0.32,59.74,Mar-2024,520.890525610981
134,0.26,1011.99,21,23,0.91,Books,Asia,0.1237,0.42,51.95,Mar-2024,1848.0076997112608
191,0.02,676.14,33,268,0.12,Clothing,North America,0.0913,0.36,32.87,Nov-2024,1957.0124733799819
151,0.01,386.28,26,249,0.1,Toys,Asia,0.1705,0.57,97.18,Apr-2024,297.4891953076764
147,0.18,816.62,36,325,0.11,Books,Europe,0.0774,1.73,133.9,Sep-2024,509.87303958177745
171,0.26,247.84,44,94,0.47,Books,North America,0.0253,0.14,3.54,Mar-2024,6901.129943502825
140,0.06,885.48,33,197,0.17,Home Appliances,Asia,0.0576,1.28,73.73,Dec-2024,1100.9765360097654
171,0.01,293.89,13,293,0.04,Books,North America,0.0847,1.24,105.03,Feb-2024,179.81529086927543
176,0.11,259.76,29,306,0.09,Electronics,Europe,0.111,0.98,108.78,Feb-2024,138.79389593675307
162,0.22,319.04,45,14,3.21,Clothing,Europe,0.188,0.91,171.08,Jun-2024,86.48585457096095
188,0.15,240.41,49,418,0.12,Clothing,North America,0.0776,0.67,51.99,Jun-2024,362.41584920176956
592,0.08,565.58,0,182,0.0,Toys,North America,0.0255,1.43,36.46,Nov-2024,1451.2342292923752
147,0.14,1253.11,23,257,0.09,Clothing,Asia,0.1497,1.66,248.5,Nov-2024,404.2696177062374
162,0.1,832.17,45,366,0.12,Clothing,Europe,0.0734,1.1,80.74,Apr-2024,930.678721823136
207,0.25,121.2,40,361,0.11,Electronics,North America,0.1784,1.83,326.47,Oct-2024,-62.8756087848807
163,0.14,629.97,23,172,0.13,Clothing,Europe,0.1148,0.67,76.92,Nov-2024,718.9937597503902
212,0.02,1572.94,6,76,0.08,Electronics,North America,0.0424,1.48,62.75,Feb-2024,2406.6772908366534
191,0.13,684.26,24,58,0.41,Clothing,North America,0.1922,1.9,365.18,Dec-2024,87.37608850429925
212,0.0,1241.92,33,395,0.08,Electronics,North America,0.1075,0.88,94.6,May-2024,1212.8118393234674
162,0.28,602.29,16,469,0.03,Clothing,Europe,0.1527,1.72,262.64,Dec-2023,129.3215047212915
162,0.15,423.35,2,399,0.01,Electronics,Asia,0.0423,1.03,43.57,Nov-2024,871.6548083543722
154,0.08,698.67,37,288,0.13,Home Appliances,Europe,0.1189,0.13,15.46,Dec-2023,4419.21086675291
209,0.14,263.47,32,166,0.19,Electronics,North America,0.0627,1.31,82.14,Jan-2024,220.75724373021677
179,0.06,317.38,23,346,0.07,Electronics,Europe,0.0291,1.11,32.3,Jan-2024,882.6006191950464
162,0.24,253.58,45,443,0.1,Electronics,Asia,0.1238,0.24,29.71,Sep-2024,753.5173342308987
168,0.11,207.57,15,378,0.04,Toys,Europe,0.0912,0.28,25.54,Nov-2024,712.7251370399374
150,0.03,1206.95,8,146,0.05,Books,Europe,0.1071,1.93,206.7,Aug-2024,483.9138848572811
193,0.3,145.77,48,54,0.89,Clothing,North America,0.0344,1.47,50.57,Jun-2024,188.2539054775559
172,0.06,1164.41,3,220,0.01,Toys,Europe,0.0862,0.11,9.48,May-2024,12182.805907172995
194,0.2,835.75,24,105,0.23,Clothing,North America,0.1163,0.52,60.48,Sep-2024,1281.8617724867725
204,0.21,1105.18,2,449,0.0,Toys,North America,0.161,1.62,260.82,Nov-2024,323.7328425734223
148,0.18,17.68,22,95,0.23,Books,Europe,0.1448,0.55,79.64,May-2024,-77.80010045203414
195,0.01,1477.91,26,164,0.16,Clothing,North America,0.1372,1.73,237.36,May-2024,522.6449275362319
184,0.27,121.73,4,462,0.01,Home Appliances,North America,0.1316,0.4,52.64,Nov-2024,131.25
147,0.23,57.38,28,117,0.24,Books,Europe,0.0394,1.47,57.92,Mar-2024,-0.9323204419889488
149,0.13,385.34,40,169,0.24,Clothing,Asia,0.0356,1.37,48.77,Jun-2024,690.1168751281525
157,0.04,672.83,42,492,0.09,Home Appliances,Europe,0.1358,1.67,226.79,Dec-2024,196.67533841880157
148,0.03,222.38,24,27,0.89,Clothing,Asia,0.1098,1.74,191.05,Jun-2024,16.39884846898717
193,0.11,617.87,49,251,0.2,Clothing,North America,0.1528,0.86,131.41,Jul-2024,370.1849174339853
149,0.09,1199.84,40,358,0.11,Books,Europe,0.1806,1.56,281.74,Dec-2024,325.86782139561296
184,0.16,493.01,8,428,0.02,Home Appliances,North America,0.065,1.45,94.25,Jul-2024,423.08753315649864
209,0.27,105.5,38,188,0.2,Electronics,North America,0.0807,0.52,41.96,Mar-2024,151.42993326978075
163,0.12,106.92,35,467,0.07,Clothing,Europe,0.1226,0.5,61.3,Feb-2024,74.42088091353997
173,0.27,1410.91,31,347,0.09,Toys,Europe,0.162,0.33,53.46,Sep-2024,2539.1881780770673
213,0.3,1071.67,16,366,0.04,Electronics,North America,0.1579,1.93,304.75,Jul-2024,251.65545529122232
193,0.21,576.13,12,298,0.04,Clothing,North America,0.1469,0.64,94.02,Nov-2024,512.7738778983195
213,0.3,1020.41,28,13,2.15,Electronics,North America,0.0403,1.35,54.41,Jan-2024,1775.4089321815843
149,0.11,28.04,3,170,0.02,Clothing,Asia,0.1531,1.51,231.18,Mar-2024,-87.87092309023272
195,0.05,1052.9,34,444,0.08,Clothing,North America,0.1986,0.64,127.1,Mar-2024,728.402832415421
166,0.1,1704.42,25,88,0.28,Clothing,Europe,0.167,1.64,273.88,Nov-2024,522.3236453921426
149,0.03,910.67,26,324,0.08,Clothing,Asia,0.0501,0.57,28.56,Aug-2024,3088.620448179272
204,0.01,353.58,46,445,0.1,Toys,North America,0.1366,0.26,35.52,Apr-2024,895.4391891891892
173,0.24,828.0,22,318,0.07,Toys,Europe,0.1756,0.68,119.41,Jan-2024,593.4092622058454
142,0.02,596.53,49,28,1.75,Home Appliances,Asia,0.1032,0.99,102.17,Apr-2024,483.8602329450914
195,0.19,979.56,27,293,0.09,Clothing,North America,0.017,1.61,27.37,Sep-2024,3478.955060284983
193,0.12,398.4,6,412,0.01,Clothing,North America,0.1084,1.31,142.0,Sep-2024,180.56338028169012
182,0.15,493.88,15,343,0.04,Electronics,Europe,0.071,0.58,41.18,Dec-2023,1099.3200582807187
204,0.06,479.94,4,300,0.01,Toys,North America,0.1097,1.72,188.68,Mar-2024,154.36718253126986
155,0.26,210.2,32,232,0.14,Home Appliances,Europe,0.1817,0.75,136.28,Mar-2024,54.24126797769298
197,0.12,1704.77,34,451,0.08,Clothing,North America,0.0111,1.43,15.87,Mar-2024,10642.091997479523
165,0.1,1257.23,47,325,0.14,Electronics,Asia,0.0904,0.1,9.04,Dec-2024,13807.411504424781
188,0.0,408.8,13,353,0.04,Home Appliances,North America,0.0102,0.44,4.49,Mar-2024,9004.67706013363
179,0.02,472.69,18,388,0.05,Electronics,Europe,0.146,0.31,45.26,Oct-2024,944.387980556783
164,0.19,482.0,19,430,0.04,Clothing,Europe,0.1248,1.24,154.75,Mar-2024,211.470113085622
159,0.24,496.83,7,89,0.08,Home Appliances,Europe,0.1171,1.58,185.02,May-2024,168.52772673224513
142,0.07,358.22,24,353,0.07,Home Appliances,Asia,0.123,1.05,129.15,Aug-2024,177.36740224545105
183,0.15,576.54,18,112,0.16,Electronics,Europe,0.1048,1.63,170.82,Oct-2024,237.51317175974708
150,0.18,49.81,40,168,0.24,Clothing,Asia,0.0518,1.19,61.64,Mar-2024,-19.192083062946136
172,0.09,276.97,1,92,0.01,Toys,Europe,0.1472,0.85,125.12,May-2024,121.36349104859336
185,0.09,285.74,9,88,0.1,Home Appliances,North America,0.0124,1.46,18.1,Apr-2024,1478.674033149171
180,0.16,235.37,46,36,1.28,Books,North America,0.152,1.18,179.36,Dec-2023,31.22769848349687
165,0.21,1173.46,11,211,0.05,Electronics,Asia,0.1389,1.84,255.58,Jan-2024,359.136082635574
156,0.08,378.32,46,450,0.1,Toys,Asia,0.0948,0.46,43.61,May-2024,767.5074524191698
204,0.23,600.88,0,251,0.0,Toys,North America,0.0291,0.89,25.9,Jan-2024,2220.0000000000005
157,0.09,292.14,15,157,0.1,Home Appliances,Europe,0.0166,0.25,4.15,Nov-2024,6939.518072289156
204,0.03,474.78,11,414,0.03,Toys,North America,0.0679,1.6,108.64,Feb-2024,337.02135493372606
138,0.1,540.45,41,322,0.13,Books,Asia,0.1317,1.47,193.6,Feb-2024,179.15805785123968
159,0.29,342.55,27,485,0.06,Toys,Asia,0.0428,1.16,49.65,Jan-2024,589.9295065458208
207,0.11,730.94,32,434,0.07,Toys,North America,0.1492,1.86,277.51,Sep-2024,163.3923101870203
138,0.15,283.15,18,122,0.15,Books,Asia,0.0168,1.47,24.7,Aug-2024,1046.3562753036435
191,0.13,682.11,29,396,0.07,Home Appliances,North America,0.0505,0.74,37.37,Jun-2024,1725.2876639015255
218,0.14,746.03,43,216,0.2,Electronics,North America,0.02,1.95,39.0,Mar-2024,1812.8974358974358
180,0.22,829.72,49,40,1.23,Books,North America,0.0118,1.48,17.46,Dec-2024,4652.119129438716
165,0.21,161.54,36,428,0.08,Electronics,Asia,0.0123,1.71,21.03,Mar-2024,668.1407513076556
178,0.03,141.47,20,100,0.2,Books,North America,0.0699,0.45,31.46,Jan-2024,349.6821360457724
165,0.1,292.52,36,320,0.11,Electronics,Asia,0.0603,0.76,45.83,Jun-2024,538.2718743181323
183,0.1,1084.75,2,351,0.01,Electronics,Europe,0.0481,0.25,12.02,Dec-2023,8924.542429284525
209,0.05,575.24,29,386,0.08,Toys,North America,0.1382,1.63,225.27,Feb-2024,155.35579526790076
138,0.27,593.39,35,45,0.78,Books,Asia,0.1931,0.65,125.51,Dec-2023,372.7830451756832
216,0.29,569.03,2,469,0.0,Electronics,North America,0.0756,0.66,49.9,Apr-2024,1040.3406813627255
216,0.03,972.09,18,409,0.04,Electronics,North America,0.1512,1.09,164.81,Jan-2024,489.82464656270855
215,0.03,373.82,7,161,0.04,Electronics,North America,0.175,1.15,201.25,Nov-2024,85.74906832298136
177,0.22,904.02,47,145,0.32,Toys,Europe,0.104,1.8,187.2,Jun-2024,382.9166666666667
144,0.28,436.8,29,227,0.13,Home Appliances,Asia,0.0275,1.23,33.83,Nov-2024,1191.1616908069761
159,0.08,538.02,39,292,0.13,Home Appliances,Europe,0.0478,0.87,41.59,Jun-2024,1193.628276027891
182,0.28,208.32,1,395,0.0,Electronics,Europe,0.0375,0.38,14.25,Nov-2024,1361.8947368421052
218,0.26,1013.54,43,356,0.12,Electronics,North America,0.0771,1.39,107.17,Jan-2024,845.7310814593636
169,0.03,1885.33,36,180,0.2,Electronics,Asia,0.0162,1.12,18.14,Sep-2024,10293.219404630649
180,0.29,687.79,6,382,0.02,Books,North America,0.1611,0.13,20.94,Jan-2024,3184.5749761222537
148,0.16,1138.13,2,98,0.02,Home Appliances,Asia,0.0595,1.11,66.04,Apr-2024,1623.39491217444
192,0.03,365.11,41,171,0.24,Home Appliances,North America,0.0556,1.19,66.16,Aug-2024,451.8591293833133
159,0.24,78.6,16,314,0.05,Home Appliances,Europe,0.1611,0.15,24.16,Aug-2024,225.33112582781456
207,0.05,600.04,7,121,0.06,Toys,North America,0.0279,0.89,24.83,Mar-2024,2316.592831252517
161,0.17,476.71,18,158,0.11,Home Appliances,Europe,0.1348,1.96,264.21,Nov-2024,80.42844706861968
138,0.13,392.86,30,36,0.83,Books,Asia,0.0779,0.28,21.81,Jan-2024,1701.28381476387
198,0.03,296.84,6,109,0.06,Clothing,North America,0.1786,0.66,117.88,Dec-2023,151.8154054971157
182,0.22,1159.63,16,422,0.04,Books,North America,0.1283,1.05,134.72,Sep-2024,760.770486935867
178,0.16,1648.79,4,88,0.05,Toys,Europe,0.1917,0.84,161.03,Dec-2023,923.9023784388003
